age,color,name,gender,city
28.855846942429544,60.6356703818684,58.268294341890325,53.904710219819634,1.1829666991547838
65.33265275781726,40.14510736324281,66.99579387061237,9.627710489144329,48.34974818449206
44.90238819173065,4.780629958455845,8.196256181389542,6.417257330421771,21.238997622530256
52.44013545925907,25.10813446564128,17.717662349159404,20.652774821798854,43.64900261947943
59.83632096684842,10.737559610067201,48.18056083341403,7.335886711067178,81.2918462856509
35.23524247777067,53.94006457493947,43.96815464183291,66.07582995145562,74.25029141487961
65.21680307536852,51.25393990294333,75.16767069448035,84.00974426204012,50.231847722432256
46.11110529094086,80.45270849545022,34.59102790716096,54.49251066556373,88.1925895923254
43.90753608043943,58.15644436971042,1.0496058410528901,29.902447401380794,42.744239985848324
11.319429928825471,18.13953429460736,64.94212250343293,53.321102979178804,30.239291861201938
71.31144047475483,61.67979780315143,30.530574606188726,47.34722361116306,1.4866673202767768
17.31836621133575,24.9495580198883,9.814158603824442,49.56676107725986,60.081378971809876
56.433819893399736,68.45800004396766,10.057038269386075,66.55176612871901,32.3771175904918
81.10527558173324,12.08615928603555,12.533454125179153,49.40656516757664,13.931208568580782
87.11666175861212,13.10497831042178,81.81391140944179,52.82176403561818,66.36134098974973
65.24210253621536,19.014287251218327,72.07403766413793,64.7832453709118,63.091021686173924
28.789405943618956,12.175102741690878,65.68012985947983,26.995054651524097,37.760306728268375
55.202819680027126,38.25680027699839,65.70211620163842,64.3855996967061,45.06837782717681
59.74740094784472,4.17423844803889,54.25464741986022,85.72727351855494,9.834175958258697
88.6973430888918,14.43133850712852,2.986486376078346,87.46487115639977,12.72349218003327
9.995213779339714,71.30827829928802,49.115314031337675,48.26653376594974,65.15501529486393
30.044158202164105,53.74676756408961,27.10344224425403,6.509187438641353,74.02007642970308
15.342849814602321,30.93949460160988,51.30338820444244,8.086941233158198,31.330604837151363
83.34695505157566,19.691390953970416,17.309927064528928,15.309182295467323,40.125894482291564
46.196393961574074,55.70077091514604,48.90942563029828,17.25109618056821,45.8257602522399
3.129923770877282,64.57151692928613,16.12903680620316,22.288637727036328,2.3282263297947035
8.487225633738525,55.54537919856102,65.75321487349919,20.353390057443374,8.527474752639064
43.74912412943767,74.86790635087608,86.32282878945726,55.22498727898847,83.93970863024848
45.59793234693347,28.921529702248943,33.784748244201495,18.923078710646294,7.5668700765649435
66.60247838416953,65.75232362312104,80.18076056112437,17.783421921758645,27.172289387813414
68.00064075910882,34.113552196071254,27.78983114304523,83.45435134568899,20.088259297593527
64.27804079568092,62.676148979275425,10.20884264276977,56.92278464171971,9.848592801811469
33.823805899598554,71.00567680218302,47.97755999794088,33.06038814924429,17.617286226297036
